NombreCliente,NombreProducto,CantidadVendida,TotalVenta
Barbara Hopkins,Two,4,2678.24000000
Barbara Hopkins,Huge,9,5418.27000000
Barbara Hopkins,Time,1,615.40000000
Kathleen Green,Garden,2,735.46000000
Kathleen Green,Me,6,4105.32000000
Chelsea Reid,Use,8,3530.32000000
Chelsea Reid,Seven,7,3326.26000000
Chelsea Reid,Mean,6,5788.44000000
Chelsea Reid,Truth,2,1259.60000000
Daniel Guerra,Very,3,684.39000000
Daniel Guerra,Parent,3,235.80000000
Daniel Guerra,Herself,1,388.19000000
Daniel Guerra,Too,1,782.39000000
Christopher Grant,Worker,9,3072.06000000
Christopher Grant,Have,2,1574.48000000
Donald Simon,Financial,4,2908.68000000
Donald Simon,Bed,1,84.77000000
Donald Simon,Race,3,1932.15000000
Donald Simon,North,6,5327.04000000
Donald Simon,Hot,8,1246.00000000
Elizabeth Berry,Run,9,7210.26000000
David Carlson,Street,4,3241.68000000
David Carlson,Nice,8,4961.12000000
David Carlson,But,2,1891.78000000
David Carlson,Standard,4,3921.48000000
Kyle Booth,Us,8,2796.72000000
Kyle Booth,Then,9,7375.32000000
Kyle Booth,Personal,2,210.42000000
Joseph King,Measure,5,1641.90000000
Courtney Guerrero,Avoid,3,279.51000000
Courtney Guerrero,Meeting,4,3178.96000000
Courtney Guerrero,Him,8,773.44000000
William Stokes,Here,3,1739.79000000
Stacy Wallace,North,8,5551.44000000
Rodney Roman,Your,1,918.45000000
Rodney Roman,Prove,9,7550.01000000
Rodney Roman,Remember,4,729.64000000
Rodney Roman,How,7,5554.15000000
Angela Harper,Order,9,3095.37000000
Angela Harper,Ability,10,7674.40000000
Angela Harper,Exist,7,4330.27000000
Angela Harper,Traditional,7,2206.33000000
Joshua Gonzales,Firm,7,3996.44000000
Sara Gill,Much,6,4393.26000000
Sara Gill,Task,4,1722.80000000
Sara Gill,Factor,10,3746.60000000
Sara Gill,Authority,8,2761.20000000
Sara Gill,Magazine,6,2456.82000000
Jonathan Reyes,Painting,2,24.78000000
Jonathan Reyes,While,7,6320.79000000
Jonathan Reyes,Describe,8,3614.00000000
Jonathan Reyes,Image,7,5990.60000000
Mary Branch,Yard,9,316.53000000
Mary Branch,Reach,1,603.28000000
Mary Branch,Product,9,2703.24000000
Mary Branch,Popular,5,3760.70000000
Mary Branch,Others,8,4668.00000000
Peter Nelson,Decision,6,688.92000000
Peter Nelson,Woman,1,475.07000000
Jeffrey Baker,Shake,7,2924.88000000
Jeffrey Baker,Top,9,2627.28000000
Jeffrey Baker,Return,5,2856.55000000
Jeffrey Baker,Work,5,3815.35000000
Gabrielle Thompson,Say,6,1981.02000000
Gabrielle Thompson,Report,6,3920.64000000
Gabrielle Thompson,Street,9,7293.78000000
Gabrielle Thompson,Beat,4,895.68000000
Gabrielle Thompson,Middle,4,936.24000000
Robert King,Feel,2,940.60000000
Robert King,Beat,7,1567.44000000
Robert King,Across,2,629.24000000
Robert King,Shoulder,4,814.04000000
Alison Escobar,Lose,8,2725.28000000
Alison Escobar,Small,5,4979.75000000
Brittany Johnson,Office,1,64.09000000
Carrie Craig,Assume,9,7110.90000000
Carrie Craig,Find,9,2586.06000000
Donna Young,Whole,10,230.70000000
Jay Stevens,Throughout,9,2370.60000000
Jay Stevens,Assume,8,6320.80000000
Emily Marshall,Change,8,5872.96000000
Emily Marshall,Without,10,2044.90000000
Emily Marshall,Management,8,1718.80000000
Jennifer Wilson,Voice,6,1967.22000000
Jennifer Wilson,Factor,7,1036.84000000
Terri Robles,Sit,8,1010.72000000
Jose Smith,Lead,10,319.40000000
Jose Smith,Man,1,32.03000000
Jose Smith,Tough,5,3030.30000000
Jose Smith,So,4,607.88000000
Lynn Johnson,Since,6,3860.70000000
Lynn Johnson,Imagine,4,3210.68000000
Lynn Johnson,Bill,9,6417.00000000
Lynn Johnson,Audience,4,1853.20000000
Miranda Anderson,Section,8,2465.84000000
Miranda Anderson,Around,9,146.70000000
Miranda Anderson,Language,9,1086.21000000
Miranda Anderson,Apply,3,1061.13000000
Ralph Barnes,Popular,2,535.92000000
Ralph Barnes,North,2,1765.68000000
Gina Wood,Growth,1,30.04000000
Gina Wood,Describe,10,4517.50000000
Gina Wood,Writer,5,821.40000000
Martin White,Them,5,403.10000000
Patricia Hunter,Hold,2,232.20000000
Jennifer Coleman,Carry,5,2565.20000000
Jennifer Coleman,Here,3,1739.79000000
Jennifer Coleman,Change,6,3993.00000000
Jennifer Coleman,Close,2,1592.62000000
Jennifer Coleman,Stay,6,1222.92000000
Courtney Roberts,Campaign,7,5902.26000000
Courtney Roberts,Near,10,8848.50000000
Courtney Roberts,End,6,2671.92000000
James Henry,Last,8,7218.48000000
James Henry,Scene,7,1195.46000000
James Henry,Us,10,9149.10000000
James Henry,Face,5,1198.45000000
Miguel Ferguson,Support,4,2935.60000000
Miguel Ferguson,Great,9,1318.41000000
Miguel Ferguson,Southern,9,7760.61000000
Miguel Ferguson,Administration,7,5389.30000000
Miguel Ferguson,Several,9,1116.36000000
Adam Kelly,Home,6,1225.98000000
Jodi Hardin,Enough,7,3423.70000000
Jodi Hardin,Media,1,588.17000000
Jodi Hardin,Popular,3,2256.42000000
Jodi Hardin,Certain,7,587.58000000
Michelle Williams,Avoid,9,1705.59000000
Michelle Williams,Spend,8,6215.76000000
Michelle Williams,Little,2,1272.20000000
Joseph Martin,Around,7,114.10000000
Alexandra Rangel,Political,8,836.80000000
Alexandra Rangel,Open,2,1359.56000000
Alexandra Rangel,Majority,9,2278.53000000
Angela Morris,Agreement,10,3391.70000000
Emma Fernandez,Wall,6,4065.18000000
Emma Fernandez,Car,1,727.04000000
Emma Fernandez,Serve,4,3354.64000000
Natasha Logan,Bring,9,8312.76000000
Natasha Logan,Determine,10,2664.90000000
Natasha Logan,Little,2,1252.44000000
Megan Yu,Room,4,3424.32000000
Megan Yu,Lot,1,168.99000000
Megan Yu,Feel,4,1881.20000000
Jennifer Gonzalez,Design,9,7649.46000000
Jennifer Gonzalez,Close,10,2347.40000000
Jennifer Gonzalez,Animal,8,3839.36000000
Jennifer Gonzalez,Eat,6,1416.90000000
Amanda King,Recognize,6,3258.30000000
Melissa Lewis,Kind,8,6136.96000000
Jeffery Daniels,Hit,2,151.46000000
Jeffery Daniels,Can,5,3389.90000000
Jeffery Daniels,Save,3,2148.45000000
Jeffery Daniels,Raise,7,3851.12000000
Erik Peters,For,7,5385.31000000
Erik Peters,If,2,1345.16000000
Erik Peters,Community,10,2696.80000000
Jeffrey Golden,Easy,6,3855.78000000
Christina Parrish,Especially,3,1359.48000000
Christina Parrish,Wear,5,1151.15000000
Christina Parrish,Material,2,483.38000000
Christina Parrish,Future,9,256.23000000
Sean Stout,Table,6,4783.02000000
Sean Stout,Five,4,3224.56000000
Sean Stout,Single,8,288.96000000
Sean Stout,Act,2,1314.34000000
Johnathan Taylor,Protect,7,2372.44000000
Johnathan Taylor,You,9,5801.58000000
Derek Nelson,Dark,6,1285.62000000
Angela Watson,Wonder,7,3774.75000000
Samuel Byrd,Sing,7,5637.80000000
Samuel Byrd,Note,9,5074.11000000
Samuel Byrd,Fine,3,2376.51000000
Samuel Byrd,Southern,8,6898.32000000
Michael Garcia,Treat,8,1390.88000000
Michael Garcia,Senior,3,459.21000000
Michael Garcia,Lawyer,6,3889.68000000
Michael Garcia,Center,6,3361.92000000
Michael Garcia,Little,4,2504.88000000
Derrick Johnson,True,10,4312.40000000
Derrick Johnson,Dog,9,361.89000000
Christina Young,Officer,4,1890.40000000
Christina Young,Win,2,1203.78000000
Christina Young,Available,9,5961.42000000
Carolyn Rodriguez,Which,3,1530.66000000
Megan Bell,Order,1,343.93000000
Elizabeth Hudson,Country,10,8185.70000000
Juan Hernandez,Car,7,1029.35000000
Juan Hernandez,Task,9,6075.18000000
Juan Hernandez,From,9,5362.38000000
Juan Hernandez,Follow,6,1920.36000000
Denise Avila,Wish,9,1623.15000000
Denise Avila,Artist,10,4996.70000000
Denise Avila,Life,8,3161.92000000
Denise Avila,While,2,1805.94000000
Sarah Anderson,Buy,5,3838.20000000
Sarah Anderson,Conference,7,574.14000000
Lisa Mclean,Fall,4,1382.76000000
Lisa Mclean,Mind,4,1419.64000000
Lisa Mclean,Keep,3,1006.86000000
Lisa Mclean,Close,5,4022.45000000
Lisa Mclean,Community,4,1078.72000000
Richard Russell,List,1,122.36000000
Richard Russell,Floor,6,876.00000000
Dana Estrada,Cell,9,4549.86000000
Pamela Gross,Popular,2,1897.76000000
Patrick Levy,Imagine,10,8026.70000000
Nancy Black,Executive,5,256.15000000
Nancy Black,With,7,113.40000000
Willie Klein,Parent,9,707.40000000
Erica Bright,Save,1,289.61000000
Erica Bright,Effect,1,713.98000000
Erica Bright,Report,3,1960.32000000
Erica Bright,Assume,9,5881.68000000
Erica Bright,Show,7,4499.04000000
James Patterson,Trouble,9,7913.07000000
James Patterson,Civil,10,7118.50000000
James Patterson,Fine,7,5545.19000000
Sarah Cooper,Lot,9,1520.91000000
Sarah Cooper,Clearly,10,1553.90000000
Sarah Cooper,Herself,1,388.19000000
Alexander Holland,Writer,7,3335.64000000
Richard Cobb,Newspaper,5,2758.45000000
Richard Cobb,Actually,4,830.96000000
Richard Cobb,Third,9,6609.15000000
Mary White,Stage,6,838.74000000
Hector Aguilar,Chance,2,1797.60000000
Hector Aguilar,Land,6,2806.50000000
Alexis Thompson,Western,1,199.83000000
Alexis Thompson,Lose,9,7014.60000000
Jennifer Malone,Important,6,4128.06000000
Michael Morales,Hair,2,1148.80000000
Michael Morales,Family,6,1881.18000000
Nicholas Hart,Stock,8,1330.32000000
Nicholas Hart,Cultural,10,678.30000000
Nicholas Hart,Wonder,3,2017.59000000
Nicholas Hart,Data,9,1956.87000000
Rebekah Hicks,Car,6,70.98000000
Rebekah Hicks,Quickly,7,3847.69000000
Rebekah Hicks,Money,9,558.18000000
Linda Collins,Wind,3,94.47000000
Linda Collins,Present,4,276.12000000
Linda Collins,Upon,1,830.96000000
Linda Collins,Surface,1,229.60000000
Linda Collins,Must,8,4542.08000000
Wesley Weber,Them,9,725.58000000
Cheryl Bennett,Firm,3,2969.13000000
Cheryl Bennett,Democratic,6,4204.86000000
Cheryl Bennett,Air,9,157.77000000
Cheryl Bennett,War,7,989.73000000
Jennifer Wallace,Song,4,2055.00000000
Amanda Cobb,Social,10,4402.40000000
Amanda Cobb,Image,8,5315.92000000
Amanda Cobb,Box,3,2798.58000000
Miranda Gates,Control,8,3889.84000000
Edward Black,Standard,7,6862.59000000
Diana Johnson,Sell,3,2481.09000000
Darrell Bell,Probably,1,386.94000000
Darrell Bell,Note,7,3229.87000000
Stephen Davis,Direction,6,1764.78000000
Stephen Davis,Fall,9,3111.21000000
Stephen Davis,Coach,3,1654.41000000
Stephen Davis,Continue,8,7566.80000000
Denise Davenport,Support,4,2935.60000000
Denise Davenport,Piece,10,4621.20000000
Denise Davenport,Before,4,1151.00000000
William Mendez,Out,4,749.84000000
William Mendez,Than,7,1398.88000000
William Mendez,Cut,7,5192.32000000
William Mendez,Situation,6,3890.04000000
Angela Walton,Party,8,2445.36000000
Angela Walton,House,1,456.25000000
Angela Walton,Public,7,280.84000000
Angela Walton,Ball,8,6697.44000000
Angela Walton,Middle,2,1940.16000000
Stephen Rodriguez,Part,1,745.82000000
Stephen Rodriguez,Sound,5,59.00000000
Madison Hamilton,No,2,946.56000000
Madison Hamilton,Raise,5,2750.80000000
Madison Hamilton,Place,1,223.29000000
Cindy Reyes,Role,7,78.33000000
Vanessa Hunt,Artist,7,3497.69000000
Vanessa Hunt,Amount,7,2550.10000000
Vanessa Hunt,Such,7,5767.30000000
Vanessa Hunt,North,8,7062.72000000
Erika Clarke,Hope,5,662.70000000
Erika Clarke,Station,4,612.44000000
Erika Clarke,Community,10,3453.20000000
Erika Clarke,Avoid,3,1346.37000000
Leslie Downs,Although,1,811.46000000
Leslie Downs,Less,5,3288.85000000
Leslie Downs,Finally,10,7428.20000000
Leslie Downs,Clear,2,994.28000000
Randy Huffman,Mission,5,546.65000000
Randy Huffman,Produce,9,2231.82000000
Randy Huffman,However,3,473.37000000
Randy Huffman,Practice,5,2790.20000000
Randy Huffman,Hotel,2,1060.00000000
Justin Hoffman,Fact,10,3625.80000000
Justin Hoffman,He,3,638.79000000
Justin Hoffman,Scene,8,4582.48000000
Justin Hoffman,Him,2,1839.84000000
Justin Hoffman,Expect,8,7964.56000000
Ashley Medina,Hit,2,941.52000000
Ashley Medina,Take,6,407.28000000
Douglas Smith,Including,9,6467.31000000
Rose Simpson,Bag,8,5026.48000000
Rose Simpson,Five,9,5421.60000000
Rose Simpson,Yes,8,7457.36000000
Kevin Turner,Claim,1,315.38000000
Kevin Turner,Left,4,1627.20000000
Kevin Turner,Place,1,223.29000000
David Miller,Stuff,4,2192.80000000
David Miller,Week,10,6038.70000000
David Miller,Similar,8,7714.56000000
David Miller,Once,3,2059.95000000
David Miller,Artist,9,6759.09000000
Susan Daniel,Live,2,454.28000000
Susan Daniel,Those,4,2797.32000000
Susan Daniel,Why,7,4412.66000000
Susan Daniel,Adult,2,89.74000000
Susan Daniel,In,3,949.65000000
Todd Davis,Artist,6,4877.10000000
Todd Davis,Exist,1,805.34000000
Jeffrey Ford,Much,3,1842.12000000
Jeffrey Ford,Opportunity,4,1799.64000000
Anna Alexander,Perform,9,2974.59000000
Anna Alexander,Later,2,376.14000000
Anna Alexander,Need,2,1745.36000000
Kevin Perez,Lose,8,6235.20000000
Kevin Perez,About,2,1770.94000000
Kevin Perez,Own,4,3837.00000000
Kevin Perez,House,2,1424.78000000
Natalie Miller,Current,2,25.58000000
Natalie Miller,Over,9,2177.55000000
Natalie Miller,Until,4,2464.32000000
Natalie Miller,Doctor,3,360.69000000
April Long,Sport,2,1047.36000000
April Long,Environment,2,1333.88000000
Alexander Waters,Herself,9,2077.92000000
Alexander Waters,Wonder,4,2690.12000000
Alexander Waters,Everything,5,577.65000000
Vincent Brooks,From,9,5362.38000000
Emily Jones,Call,4,3097.68000000
Emily Jones,Effect,2,1133.28000000
Emily Jones,Produce,10,2479.80000000
Emily Jones,Page,2,1858.40000000
Crystal Barnes,Bag,2,1810.62000000
Tim Garcia,And,5,4886.70000000
Tim Garcia,Available,7,2581.25000000
Tim Garcia,Exist,3,2416.02000000
Tim Garcia,World,1,879.38000000
Tim Garcia,Whether,1,293.64000000
Adam Hernandez,He,4,851.72000000
Adam Hernandez,Live,10,2271.40000000
Adam Hernandez,Section,6,3125.82000000
Adam Hernandez,Media,1,588.17000000
Adam Hernandez,Who,3,2102.73000000
Stacey Boyd,Clear,4,1988.56000000
Stacey Boyd,Edge,8,7028.40000000
Stacey Boyd,Let,7,3608.08000000
Stacey Boyd,Form,3,2978.04000000
Lori Moreno,Responsibility,10,1386.30000000
Lori Moreno,Either,1,206.35000000
Amanda Wilson,Director,8,3111.12000000
Teresa Lee,Expert,6,499.86000000
Teresa Lee,Us,6,4925.46000000
Ralph Mason,Chance,6,5392.80000000
Danielle Roman,Yes,7,6525.19000000
Ashley Noble,Work,2,1526.14000000
Ashley Noble,He,1,770.60000000
Caleb Murphy,Above,6,511.62000000
Megan Shaw,Commercial,10,767.60000000
Megan Shaw,Civil,6,4271.10000000
Megan Shaw,Really,9,8663.31000000
Megan Shaw,Central,3,1640.16000000
Megan Shaw,Visit,8,5524.88000000
Michael Price,Light,4,2153.28000000
Michael Price,Mind,4,1419.64000000
Michael Price,Hot,10,1557.50000000
Michael Price,After,6,5999.58000000
Michael Price,Wall,9,7683.48000000
Scott Hernandez,Bring,5,3559.30000000
Scott Hernandez,North,4,1009.96000000
Wendy Wilson,Whose,10,7234.10000000
Wendy Wilson,Call,10,7744.20000000
Wendy Wilson,International,7,6779.64000000
Wendy Wilson,Miss,1,548.51000000
Melissa Smith,Increase,7,4484.55000000
Meghan Olson,Miss,1,284.38000000
Herbert Armstrong,Appear,6,3529.74000000
Summer Williams,Assume,10,1643.20000000
Summer Williams,Agency,8,5601.20000000
Timothy Armstrong,Bit,10,9292.30000000
Jason Kramer,Someone,4,2347.68000000
Jason Kramer,Tough,4,3527.04000000
Jason Kramer,Door,8,7482.08000000
Laurie Garcia,Forget,9,2117.16000000
Laurie Garcia,Everything,10,1450.70000000
Laurie Garcia,Medical,6,3032.34000000
Ashley Taylor,Whether,6,1255.08000000
Ashley Taylor,Never,4,1579.64000000
Ashley Taylor,Everything,6,4003.20000000
Ashley Taylor,Alone,10,8401.90000000
Misty Gonzalez,Agreement,9,6560.46000000
Michael Ramirez,Time,8,4923.20000000
April Moody,Shoulder,7,2949.73000000
April Moody,Individual,8,1414.16000000
Catherine Gibbs,Bed,6,508.62000000
Catherine Gibbs,Onto,9,4482.90000000
Catherine Gibbs,Thing,5,4034.95000000
Catherine Gibbs,Consider,2,666.98000000
Catherine Gibbs,Imagine,8,1047.04000000
Nathaniel Stokes,Attack,1,273.31000000
Nathaniel Stokes,Recent,7,1831.20000000
Nathaniel Stokes,Group,4,2581.60000000
Nathaniel Stokes,Throughout,8,2107.20000000
Daniel Alvarado,Throughout,2,526.80000000
Catherine Webster,Water,9,6012.09000000
Catherine Webster,Course,6,4892.76000000
Catherine Webster,North,5,3469.65000000
Catherine Webster,Front,7,4038.16000000
Jessica Williams,Society,3,2159.46000000
Joseph Sutton,Family,4,1580.28000000
Joseph Sutton,Amount,9,3278.70000000
Joseph Sutton,Bank,4,3788.36000000
Joseph Sutton,Them,3,241.86000000
Joseph Sutton,Suggest,7,6680.52000000
Stuart Irwin,While,1,553.36000000
Stuart Irwin,Southern,7,4860.10000000
Zachary Boyd,Action,8,668.56000000
Zachary Boyd,Middle,1,970.08000000
Zachary Boyd,Painting,8,99.12000000
Zachary Boyd,Task,4,545.20000000
Zachary Boyd,Officer,7,3308.20000000
Sarah Church,Assume,10,7021.90000000
Sarah Church,Far,4,3113.68000000
Sarah Church,Floor,3,438.00000000
Sarah Church,Worry,1,135.77000000
Eric Cruz,Wear,8,1841.84000000
Kevin Perez,Someone,7,2319.52000000
Kevin Perez,Answer,9,7341.93000000
Brenda Boyd,Machine,6,1081.38000000
Brenda Boyd,Successful,3,1957.59000000
John Ashley,Ability,4,2345.80000000
John Ashley,Recognize,1,543.05000000
John Ashley,Major,4,3274.84000000
John Ashley,Black,6,5238.84000000
Melissa Martinez,Financial,1,198.54000000
Melissa Martinez,Film,10,6589.20000000
Kara Bullock,Even,6,722.22000000
Kara Bullock,Through,1,885.93000000
Kara Bullock,Election,3,2313.15000000
Kara Bullock,Program,5,2609.65000000
Brandon Pierce,Research,8,3004.00000000
Christina Cameron,Executive,1,51.23000000
Christina Cameron,Affect,2,739.20000000
Sue Hobbs,Tend,9,7597.62000000
Sue Hobbs,Open,9,6118.02000000
Sue Hobbs,Father,7,4823.14000000
Sue Hobbs,Decade,6,5864.88000000
Sue Hobbs,White,1,233.56000000
Jamie Hill,Certain,1,83.94000000
Jamie Hill,Yes,1,932.17000000
Jamie Hill,Including,1,435.70000000
Jamie Hill,Trouble,2,1758.46000000
Jamie Hill,By,10,4496.10000000
Katherine Bolton,Why,9,6593.67000000
Katherine Bolton,Sure,6,3438.72000000
Katherine Bolton,Interest,5,2206.70000000
Katherine Bolton,Song,8,4110.00000000
Katherine Bolton,Surface,10,9547.70000000
Katherine Nguyen,Bring,2,1847.28000000
Katherine Nguyen,Task,7,4725.14000000
Katherine Nguyen,Sure,1,573.12000000
Katherine Nguyen,Produce,7,6650.49000000
Matthew Cole,Teacher,8,2184.24000000
Matthew Cole,Project,3,2989.02000000
Matthew Cole,Matter,10,1938.90000000
Matthew Cole,Across,6,1887.72000000
Renee Adams,Product,4,2811.24000000
Renee Adams,Wonder,2,1345.06000000
Renee Adams,Morning,2,560.40000000
Renee Adams,Material,2,483.38000000
Renee Adams,Woman,1,475.07000000
Kayla Mclaughlin,North,2,504.98000000
Kayla Mclaughlin,Consumer,6,5030.34000000
Jose Perez,See,8,468.72000000
Mark Mcmillan,Attorney,5,2052.75000000
Mark Mcmillan,Machine,7,1261.61000000
Mark Mcmillan,Response,3,813.84000000
Mark Mcmillan,Near,8,205.44000000
Mark Mcmillan,Southern,7,6036.03000000
Anthony Martinez,Important,3,1923.51000000
George Taylor,Group,1,645.40000000
George Taylor,Perform,2,362.98000000
Robin Mckay,Sometimes,2,1591.66000000
Robin Mckay,Food,5,1060.85000000
Robin Mckay,Happen,7,1157.31000000
Robin Mckay,Nation,1,547.67000000
Robin Mckay,Remember,7,143.43000000
Alexander Gray,Produce,9,8550.63000000
Alexander Gray,Glass,10,8703.40000000
Alexander Gray,Information,5,3312.85000000
Alexander Gray,Policy,1,252.81000000
Haley West,Change,10,6655.00000000
Haley West,Wall,2,722.06000000
Robert Small,Discussion,1,653.54000000
Robert Small,Police,9,4230.72000000
Robert Small,Girl,3,2506.47000000
Robert Small,Institution,5,4312.10000000
Todd Davis,Treat,2,1158.32000000
Todd Davis,New,2,25.12000000
Todd Davis,Common,7,4474.54000000
Todd Davis,Thing,10,8069.90000000
Todd Davis,Improve,8,1264.00000000
Sean Paul,Couple,6,4407.54000000
Kimberly Santiago,Rather,6,3040.80000000
Leonard Saunders,American,9,543.06000000
Leonard Saunders,When,4,3871.64000000
Leonard Saunders,Long,2,69.16000000
Stephen Hernandez,Which,6,3061.32000000
Stephen Hernandez,Blood,10,7421.80000000
Stephen Hernandez,Huge,10,6020.30000000
Stephen Hernandez,Adult,2,702.90000000
Regina Decker,Majority,6,1519.02000000
Regina Decker,Why,2,1465.26000000
Regina Decker,Word,1,628.79000000
Misty Suarez,Song,9,4623.75000000
Misty Suarez,Order,1,343.93000000
Misty Suarez,How,1,793.45000000
Misty Suarez,Congress,10,746.20000000
Shannon Rogers,Mouth,3,1259.52000000
Shannon Rogers,But,8,1184.72000000
Shannon Rogers,Above,3,423.00000000
Shannon Rogers,Reach,5,3016.40000000
Shannon Rogers,Short,7,5565.98000000
Matthew Mcguire,Goal,1,53.75000000
Matthew Mcguire,Third,8,6855.12000000
Matthew Mcguire,Prove,10,8388.90000000
Matthew Mcguire,Half,2,1030.68000000
Matthew Mcguire,While,8,7223.76000000
Lisa Sanders,Condition,10,4258.70000000
Lisa Sanders,Member,10,1459.70000000
Alexander Sandoval,Although,9,7303.14000000
Alexander Sandoval,Follow,6,1920.36000000
Alexander Sandoval,Us,8,2796.72000000
Marc Little,General,10,4929.10000000
Marc Little,Save,7,2027.27000000
Marc Little,Note,2,1284.34000000
Marc Little,Value,2,1476.76000000
Vickie Butler,Offer,10,1104.50000000
Vickie Butler,Exist,5,3093.05000000
Vickie Butler,Spend,4,175.72000000
Kristina Cohen,Year,4,1408.48000000
Kristina Cohen,Million,4,215.60000000
Mckenzie Schaefer,Find,6,3654.66000000
Mckenzie Schaefer,Say,4,1320.68000000
Mckenzie Schaefer,Factor,10,1481.20000000
Richard Case,Each,4,889.12000000
Anna Cole,Ago,4,765.16000000
Anna Cole,Several,4,496.16000000
Anna Cole,Father,9,6201.18000000
Anna Cole,Rock,3,340.53000000
Daniel Ballard,Benefit,6,1374.66000000
Benjamin Wells,See,4,234.36000000
Benjamin Wells,Focus,10,3607.60000000
Benjamin Wells,His,8,2394.32000000
Benjamin Wells,Save,4,1721.32000000
Benjamin Wells,Theory,9,4296.96000000
John Erickson,Management,2,1494.98000000
John Erickson,Wife,7,2397.85000000
John Erickson,Audience,2,1248.80000000
Adam Anderson,Trip,3,1305.93000000
Julie Le,Trip,5,188.80000000
Julie Le,Senior,7,1071.49000000
Julie Le,Time,2,1557.50000000
Julie Le,Responsibility,2,1150.60000000
James Schaefer,Town,1,293.81000000
John Irwin,Care,1,350.48000000
John Irwin,Record,8,2304.80000000
John Irwin,Officer,3,1417.80000000
Roger Taylor,Newspaper,4,2206.76000000
Roger Taylor,Inside,10,1117.30000000
Roger Taylor,Live,3,2201.52000000
Roger Taylor,Public,8,2720.32000000
Roger Taylor,While,8,1181.68000000
Tina Williamson,Pick,3,1365.21000000
Tina Williamson,Today,2,1812.88000000
Tina Williamson,Four,6,165.60000000
Tina Williamson,Bill,3,950.43000000
Michael Lewis,Serve,9,7881.48000000
Michael Lewis,Shake,7,3572.66000000
Hunter Berg,Cost,1,894.85000000
Hunter Berg,Wrong,8,5907.28000000
Hunter Berg,Much,7,5125.47000000
Hunter Berg,Director,6,4305.66000000
Alexa Moore,Music,2,1070.24000000
Alexa Moore,Cover,7,2253.58000000
Alexa Moore,Tree,10,4568.10000000
Chad Richard,Keep,9,3020.58000000
Timothy Gaines,Ability,1,338.04000000
Timothy Gaines,Huge,3,1806.09000000
Michelle Simon,Live,6,2846.10000000
Lisa Wright,Movie,7,183.82000000
Lisa Wright,More,1,590.40000000
Lisa Wright,You,4,2578.48000000
Lisa Wright,Media,4,1368.84000000
Lisa Wright,Hear,8,5370.16000000
James Schwartz,Reflect,2,654.62000000
James Schwartz,Speak,9,8636.04000000
Michael Rodriguez,Family,9,3555.63000000
Michael Rodriguez,Note,2,922.82000000
Michael Rodriguez,Mean,1,964.74000000
Megan Lynch,Citizen,10,79.80000000
Megan Lynch,International,6,1875.78000000
Jonathan Mccarthy,I,5,4629.80000000
Jonathan Mccarthy,Each,8,5782.48000000
Jonathan Mccarthy,Necessary,7,978.53000000
Brittany Johnson,Notice,2,1690.88000000
Brittany Johnson,Black,3,447.48000000
Jacob Martin,Why,9,5673.42000000
Jacob Martin,You,9,3227.94000000
Jacob Martin,Far,3,2355.96000000
Jessica Greer,Seven,2,1977.62000000
Christopher Gonzalez,Car,7,82.81000000
Christopher Gonzalez,Above,7,596.89000000
Christopher Gonzalez,Eat,8,2136.24000000
Gregory Weaver,Answer,1,815.77000000
Gregory Weaver,Lot,4,3319.16000000
Gregory Weaver,Wife,4,1370.20000000
Gregory Weaver,Middle,7,1901.90000000
Gregory Weaver,Eat,2,472.30000000
Kevin Ryan,Only,1,728.50000000
Kevin Ryan,Seven,5,452.50000000
Kevin Ryan,Able,2,1213.12000000
Kevin Ryan,Former,6,3978.42000000
Kevin Ryan,Laugh,6,4063.08000000
Douglas Gomez,Computer,9,3884.67000000
Douglas Gomez,Summer,3,548.94000000
Adam Lee,Break,1,113.23000000
Adam Lee,There,7,2554.44000000
Adam Lee,Live,2,454.28000000
Adam Lee,Indeed,3,2311.89000000
Adam Lee,Above,10,852.70000000
Douglas Heath,Another,8,5019.12000000
Douglas Heath,Hand,3,1139.34000000
Douglas Heath,Difference,9,4910.58000000
Douglas Heath,Direction,4,1176.52000000
Douglas Heath,With,2,32.40000000
Jennifer Page,Assume,10,6535.20000000
Jennifer Page,Avoid,6,559.02000000
Jennifer Page,Serve,10,8757.20000000
Jennifer Page,Miss,9,4936.59000000
Jennifer Page,Moment,4,1178.24000000
Margaret Valdez,Reason,5,3664.40000000
Margaret Valdez,Door,9,2944.08000000
Margaret Valdez,It,4,661.68000000
Margaret Valdez,White,3,700.68000000
Margaret Valdez,Meet,2,539.62000000
Dalton Davis,News,4,3862.84000000
Dalton Davis,Cover,2,643.88000000
Dalton Davis,Table,7,381.36000000
Brian Adams,Bring,3,2770.92000000
Ruben Lawrence,Process,3,1090.20000000
Ruben Lawrence,North,9,3036.15000000
Kenneth Cruz,Discover,7,6174.91000000
Kenneth Cruz,Travel,2,1291.98000000
Kenneth Cruz,Get,8,6181.28000000
Kenneth Cruz,Deep,1,676.80000000
Kenneth Cruz,Budget,3,1193.61000000
Christopher Humphrey,Expect,10,9955.70000000
Christopher Humphrey,Claim,4,1261.52000000
Christopher Humphrey,Eat,3,2884.26000000
Carlos Parker,Nearly,7,1748.32000000
Carlos Parker,Traditional,9,5535.72000000
Carlos Parker,Must,7,2143.19000000
Carlos Parker,Government,1,324.32000000
Carlos Parker,Language,9,3838.32000000
Jared Terry,Keep,1,335.62000000
